,Дата,Brent_prices,ACWI_indexes,Dow_Jones_indexes,DXY_indexes,FTSE_100_indexes,MOEX_indexes,RTS_indexes,SPX_indexes,USD_RUB_rates
0,01.02.2010,73.11,40.79,10185.53,79.420,5247.40,1417.00,1470.79,1089.19,30.2950
1,02.02.2010,76.06,41.45,10296.85,79.180,5283.30,1436.63,1498.75,1103.32,30.0750
2,03.02.2010,75.92,41.10,10270.55,79.550,5253.10,1431.08,1507.15,1097.28,29.9945
3,04.02.2010,72.13,39.61,10002.18,80.075,5139.30,1395.87,1463.01,1063.11,30.1750
4,05.02.2010,69.59,39.49,10012.23,80.595,5060.90,1355.64,1411.14,1066.19,30.3655
5,08.02.2010,70.11,39.19,9908.39,80.440,5092.30,1322.15,1375.34,1056.74,30.5305
6,09.02.2010,72.13,39.99,10058.64,79.990,5111.80,1338.16,1390.32,1070.52,30.3425
7,10.02.2010,72.54,39.98,10038.38,80.140,5132.00,1327.24,1387.11,1068.13,30.3091
8,11.02.2010,73.05,40.37,10144.19,80.100,5161.50,1329.35,1391.94,1078.47,30.1439
9,12.02.2010,72.90,40.18,10099.14,80.410,5142.50,1304.86,1363.83,1075.51,30.2120
10,16.02.2010,75.68,41.02,10268.81,79.755,5244.10,1361.49,1418.16,1094.87,30.0067
11,17.02.2010,76.27,41.12,10309.24,80.475,5276.60,1354.09,1421.97,1099.51,30.1232
12,18.02.2010,77.78,41.33,10392.90,80.465,5325.10,1338.77,1410.85,1106.75,30.0383
13,19.02.2010,78.19,41.18,10402.35,80.720,5358.20,1353.75,1423.13,1109.17,29.9647
14,24.02.2010,78.09,40.97,10374.16,80.915,5342.90,1334.53,1401.48,1105.24,30.0150
15,25.02.2010,76.29,40.70,10321.03,80.860,5278.20,1306.46,1373.11,1102.94,30.0124
16,26.02.2010,77.59,40.92,10325.26,80.440,5354.50,1323.72,1390.25,1104.49,29.9350
17,01.03.2010,76.89,41.49,10403.79,80.705,5405.90,1356.27,1429.77,1115.71,29.9651
18,02.03.2010,78.18,41.64,10405.98,80.575,5484.10,1368.09,1445.62,1118.31,29.9863
19,03.03.2010,79.25,41.90,10396.76,80.020,5533.20,1379.32,1460.20,1118.79,29.7710
20,04.03.2010,78.54,41.77,10444.14,80.585,5527.20,1384.44,1470.41,1122.97,29.8215
21,05.03.2010,79.89,42.61,10566.20,80.460,5599.80,1414.37,1508.21,1138.70,29.8413
22,09.03.2010,79.91,42.51,10564.38,80.605,5602.30,1412.55,1502.70,1140.45,29.7360
23,10.03.2010,80.48,42.68,10567.33,80.465,5640.60,1402.35,1501.40,1145.61,29.5570
24,11.03.2010,80.28,42.90,10611.84,80.315,5617.30,1395.91,1504.04,1150.24,29.4560
25,12.03.2010,79.39,43.05,10624.69,79.840,5625.60,1415.75,1534.68,1149.99,29.2910
26,15.03.2010,77.89,42.93,10642.15,80.175,5593.90,1400.19,1514.40,1150.51,29.4240
27,16.03.2010,79.02,43.36,10685.98,79.995,5620.40,1420.76,1536.79,1159.46,29.2830
28,17.03.2010,81.96,43.68,10733.67,79.850,5644.60,1435.31,1563.46,1166.21,29.1740
29,18.03.2010,81.48,43.41,10779.17,80.440,5642.60,1433.45,1558.80,1165.83,29.3060
30,19.03.2010,79.88,43.05,10741.98,80.975,5650.10,1421.09,1544.71,1159.90,29.3400
31,22.03.2010,80.54,43.22,10785.89,80.883,5644.50,1417.55,1525.59,1165.81,29.5290
32,23.03.2010,80.70,43.50,10888.83,81.118,5673.60,1410.61,1524.96,1174.17,29.5410
33,24.03.2010,79.62,42.97,10836.15,82.106,5677.90,1404.77,1514.58,1167.72,29.7010
34,25.03.2010,79.61,42.95,10841.21,82.405,5727.60,1406.66,1515.04,1165.73,29.6070
35,26.03.2010,79.29,43.18,10850.36,81.978,5703.00,1415.54,1519.87,1166.59,29.5960
36,29.03.2010,81.17,43.63,10895.86,81.624,5710.70,1440.20,1551.57,1173.22,29.4860
37,30.03.2010,81.28,43.68,10907.42,81.738,5672.30,1443.81,1562.29,1173.27,29.5100
38,31.03.2010,82.70,43.51,10856.63,81.291,5679.60,1450.15,1572.48,1169.43,29.4340
39,01.04.2010,84.01,44.13,10927.07,80.972,5744.90,1479.66,1608.39,1178.10,29.2550
40,06.04.2010,86.15,44.52,10969.99,81.570,5780.40,1498.64,1633.32,1189.44,29.3250
41,07.04.2010,85.59,44.20,10897.52,81.612,5762.10,1478.44,1613.88,1182.45,29.3220
42,08.04.2010,84.81,44.33,10927.07,81.701,5712.70,1476.59,1600.84,1186.44,29.4170
43,09.04.2010,84.83,44.68,10997.35,81.241,5771.00,1496.88,1631.81,1194.37,29.1350
44,12.04.2010,84.77,44.76,11005.97,80.692,5777.60,1502.66,1648.43,1196.48,29.0160
45,13.04.2010,84.72,44.65,11019.42,80.625,5761.70,1499.34,1643.98,1197.30,29.0440
46,14.04.2010,86.15,45.29,11123.11,80.291,5796.30,1526.61,1673.41,1210.65,28.9470
47,15.04.2010,87.17,45.12,11144.57,80.585,5825.00,1530.93,1676.27,1211.67,28.9990
48,16.04.2010,85.99,44.34,11018.66,80.944,5744.00,1495.08,1642.57,1192.13,29.0700
49,19.04.2010,84.23,44.26,11092.05,81.105,5727.90,1459.17,1601.67,1197.52,29.1380
50,20.04.2010,84.80,44.76,11117.06,81.141,5783.70,1473.92,1619.43,1207.17,29.1450
51,21.04.2010,85.70,44.50,11124.92,81.266,5723.40,1465.87,1610.23,1205.94,29.1350
52,22.04.2010,85.67,44.54,11134.29,81.682,5665.30,1443.36,1583.54,1208.67,29.2593
53,23.04.2010,87.25,44.93,11204.28,81.498,5723.60,1467.62,1602.99,1217.28,29.1155
54,26.04.2010,86.83,44.68,11205.03,81.615,5753.90,1484.26,1626.10,1212.05,29.0480
55,27.04.2010,85.78,43.42,10991.99,82.310,5603.50,1464.17,1603.59,1183.71,29.3565
56,28.04.2010,86.16,43.51,11045.27,82.535,5586.60,1430.28,1563.10,1191.36,29.3445
57,29.04.2010,86.90,44.14,11167.32,82.161,5617.80,1455.14,1588.75,1206.78,29.2330
58,30.04.2010,87.44,43.41,11008.61,81.991,5553.30,1436.04,1572.84,1186.69,29.2150
59,04.05.2010,85.67,42.48,10926.77,83.421,5411.10,1393.07,1517.83,1173.60,29.5947
60,05.05.2010,82.61,41.66,10868.12,84.200,5341.90,1378.43,1464.65,1165.87,30.0456
61,06.05.2010,79.83,40.30,10520.32,85.047,5261.00,1365.13,1450.47,1128.15,30.7190
62,07.05.2010,78.27,39.75,10380.43,84.659,5123.00,1288.61,1369.91,1110.88,30.4993
63,11.05.2010,80.49,41.66,10748.26,84.613,5334.20,1334.15,1420.54,1155.79,30.2220
64,12.05.2010,81.20,42.29,10896.91,84.967,5383.50,1391.87,1485.36,1171.67,30.0230
65,13.05.2010,80.11,41.90,10782.95,85.342,5433.70,1378.70,1476.03,1157.44,29.9998
66,14.05.2010,77.18,40.95,10620.16,86.231,5262.90,1352.01,1441.68,1135.68,30.3550
67,17.05.2010,75.10,40.97,10625.83,86.377,5262.50,1357.26,1422.72,1136.94,30.5385
68,18.05.2010,74.43,40.25,10510.95,87.315,5307.30,1362.32,1438.94,1120.80,30.5015
69,19.05.2010,73.69,40.13,10444.37,86.540,5158.10,1320.90,1379.88,1115.05,30.4955
70,20.05.2010,71.84,38.49,10068.01,85.706,5073.10,1263.99,1303.24,1071.59,31.4335
71,21.05.2010,71.68,39.28,10193.39,85.537,5062.90,1264.91,1297.91,1087.69,31.0950
72,24.05.2010,71.17,38.61,10066.57,86.337,5069.60,1269.37,1311.70,1073.65,31.0540
73,25.05.2010,69.55,38.52,10043.75,86.888,4940.70,1197.39,1226.57,1074.03,31.4445
74,26.05.2010,71.74,38.23,9974.45,87.244,5038.10,1265.18,1305.25,1067.95,31.1900
75,27.05.2010,74.66,39.90,10258.99,86.282,5195.20,1305.99,1358.60,1103.06,30.6550
76,28.05.2010,74.02,39.34,10136.63,86.582,5188.40,1309.09,1366.90,1089.41,30.6539
77,01.06.2010,72.71,38.80,10024.02,86.725,5163.30,1325.49,1373.87,1070.71,31.2077
78,02.06.2010,73.75,40.00,10249.54,86.877,5151.30,1341.24,1383.87,1098.38,31.1653
79,03.06.2010,75.41,40.00,10255.28,87.214,5211.20,1350.48,1393.12,1102.83,31.1650
80,04.06.2010,72.09,38.43,9931.97,88.315,5126.00,1333.49,1360.74,1064.88,31.5150
81,07.06.2010,72.12,37.90,9816.49,88.463,5069.10,1322.00,1340.82,1050.47,31.7225
82,08.06.2010,72.30,38.48,9939.98,88.473,5028.10,1301.41,1315.61,1062.00,31.8100
83,09.06.2010,74.27,38.35,9899.25,87.935,5085.90,1315.13,1334.55,1055.69,31.6863
84,10.06.2010,75.29,39.62,10172.53,87.166,5132.50,1340.09,1358.94,1086.84,31.6575
85,11.06.2010,74.35,39.76,10211.07,87.517,5163.70,1336.09,1356.79,1091.60,31.6075
86,15.06.2010,76.20,40.80,10404.77,86.290,5217.80,1371.31,1396.57,1115.23,31.2800
87,16.06.2010,78.14,40.79,10409.46,86.386,5237.90,1369.59,1401.63,1114.61,31.2180
88,17.06.2010,78.68,40.84,10434.17,85.982,5253.90,1356.18,1400.66,1116.04,30.9370
89,18.06.2010,78.22,40.78,10450.64,85.976,5250.80,1367.71,1409.43,1117.51,30.9890
90,21.06.2010,78.82,40.91,10442.41,86.239,5299.10,1406.21,1457.95,1113.20,30.8341
91,22.06.2010,78.04,40.37,10293.52,86.408,5247.00,1388.11,1434.93,1095.31,30.9246
92,23.06.2010,76.27,39.93,10298.44,86.048,5178.50,1377.97,1418.42,1092.04,31.0116
93,24.06.2010,76.47,39.28,10152.80,86.017,5100.20,1363.15,1402.97,1073.69,31.0550
94,25.06.2010,78.12,39.54,10143.81,85.579,5046.50,1347.58,1387.66,1076.76,30.9915
95,28.06.2010,77.59,39.21,10138.52,85.922,5071.70,1363.40,1403.42,1074.57,31.0685
96,29.06.2010,75.44,37.97,9870.30,86.340,4914.20,1323.29,1356.05,1041.24,31.3252
97,30.06.2010,75.01,37.60,9774.02,86.281,4916.90,1309.31,1339.35,1030.71,31.2425
98,01.07.2010,72.34,37.83,9732.53,84.984,4805.80,1254.65,1288.72,1027.37,31.0350
99,02.07.2010,71.65,37.68,9686.48,84.670,4838.10,1288.05,1316.65,1022.58,31.1065
100,06.07.2010,71.45,38.16,9743.62,84.306,4965.00,1327.63,1353.66,1028.06,31.0550
101,07.07.2010,73.51,39.23,10018.28,84.038,5014.80,1327.77,1352.71,1060.27,31.0040
102,08.07.2010,74.71,39.65,10138.99,84.036,5105.50,1320.64,1356.09,1070.25,30.8350
103,09.07.2010,75.42,39.89,10198.03,84.152,5132.90,1324.17,1359.45,1077.96,30.8750
104,12.07.2010,74.37,39.69,10216.27,84.407,5167.00,1344.57,1386.42,1078.75,30.7720
105,13.07.2010,76.65,40.31,10363.02,83.821,5271.00,1367.91,1409.61,1095.34,30.5975
106,14.07.2010,76.77,40.46,10366.72,83.598,5253.50,1358.60,1412.14,1095.17,30.5640
107,15.07.2010,76.19,40.50,10359.31,82.743,5211.30,1340.20,1403.33,1096.48,30.3700
108,16.07.2010,75.37,39.38,10097.90,82.658,5158.90,1327.55,1389.92,1064.88,30.5195
109,19.07.2010,75.62,39.63,10154.43,82.705,5148.28,1336.55,1394.92,1071.25,30.5351
110,20.07.2010,76.22,40.03,10229.96,82.929,5139.46,1328.71,1388.43,1083.48,30.5089
111,21.07.2010,75.37,39.34,10120.53,83.593,5214.64,1354.83,1417.49,1069.59,30.5015
112,22.07.2010,77.82,40.49,10322.30,82.782,5313.81,1381.36,1442.91,1093.67,30.3665
113,23.07.2010,77.45,40.80,10424.62,82.629,5312.62,1380.86,1449.19,1102.66,30.3476
114,26.07.2010,77.50,41.17,10525.43,82.242,5351.12,1396.92,1467.68,1115.01,30.2270
115,27.07.2010,76.13,41.27,10537.69,82.328,5365.67,1401.56,1481.32,1113.84,30.1913
116,29.07.2010,77.59,41.10,10467.16,81.754,5313.95,1418.35,1503.68,1101.53,30.1750
117,30.07.2010,78.18,41.11,10465.94,81.655,5258.02,1397.12,1479.73,1101.60,30.2850
118,02.08.2010,80.82,42.27,10674.38,81.055,5397.11,1429.36,1523.16,1125.86,29.9760
119,03.08.2010,82.68,42.18,10636.38,80.684,5396.48,1412.25,1517.65,1120.46,29.7313
120,04.08.2010,82.20,42.24,10680.43,80.992,5386.16,1418.05,1523.80,1127.24,29.8168
121,05.08.2010,81.61,42.13,10674.98,80.930,5365.78,1414.65,1517.87,1125.81,29.8470
122,06.08.2010,80.16,42.08,10653.56,80.496,5332.39,1403.08,1509.85,1121.64,29.7850
123,09.08.2010,80.99,42.27,10698.75,80.789,5410.52,1419.20,1520.56,1127.79,29.9230
124,10.08.2010,79.60,42.08,10644.25,80.924,5376.41,1397.66,1492.90,1121.06,30.0380
125,11.08.2010,77.64,40.44,10378.83,82.428,5245.21,1376.88,1460.67,1089.47,30.3910
126,12.08.2010,75.52,40.32,10319.95,82.767,5266.06,1375.54,1447.68,1083.61,30.5820
127,13.08.2010,75.11,40.28,10303.15,83.038,5275.44,1371.46,1445.37,1079.25,30.5450
128,16.08.2010,74.85,40.49,10302.01,82.635,5276.10,1373.22,1445.94,1079.38,30.4880
129,17.08.2010,76.93,40.94,10405.85,82.324,5350.55,1391.47,1464.49,1092.54,30.4150
130,18.08.2010,76.47,41.01,10415.54,82.310,5302.87,1386.80,1458.36,1094.16,30.4440
131,19.08.2010,75.30,40.36,10271.21,82.540,5211.29,1375.11,1445.72,1075.63,30.4390
132,20.08.2010,74.26,40.03,10213.62,83.160,5195.28,1366.32,1425.03,1071.69,30.6610
133,23.08.2010,73.62,39.83,10174.41,83.228,5234.84,1366.76,1425.91,1067.36,30.6960
134,24.08.2010,72.38,39.25,10040.45,83.206,5155.95,1339.82,1396.86,1051.87,30.8050
135,25.08.2010,73.48,39.25,10060.06,83.331,5117.24,1334.66,1385.81,1055.33,30.9720
136,26.08.2010,75.02,39.11,9985.81,82.983,5155.84,1356.43,1409.51,1047.22,30.6960
137,27.08.2010,76.65,39.90,10150.65,82.968,5201.56,1366.50,1421.47,1064.59,30.7060
138,31.08.2010,74.64,39.35,10014.72,83.254,5225.22,1368.90,1421.21,1049.33,30.7830
139,01.09.2010,76.35,40.56,10269.47,82.549,5366.41,1394.57,1449.99,1080.29,30.7150
140,02.09.2010,76.93,41.03,10320.10,82.501,5371.04,1401.81,1455.64,1090.10,30.7010
141,03.09.2010,76.67,41.39,10447.93,82.124,5428.15,1410.16,1467.62,1104.51,30.6270
142,07.09.2010,77.74,40.86,10340.69,82.844,5407.82,1398.70,1453.47,1091.84,30.8590
143,08.09.2010,78.17,41.18,10387.01,82.580,5429.74,1422.08,1468.11,1098.87,30.8230
144,09.09.2010,77.47,41.46,10415.24,82.690,5494.16,1437.47,1492.00,1104.18,30.8430
145,10.09.2010,78.16,41.55,10462.77,82.701,5501.64,1433.82,1487.09,1109.55,30.8860
146,13.09.2010,79.03,42.26,10544.13,82.092,5565.53,1441.58,1503.22,1121.90,30.6660
147,14.09.2010,79.16,42.40,10526.49,81.339,5567.41,1433.22,1493.21,1121.10,30.6170
148,15.09.2010,78.91,42.49,10572.73,81.751,5557.07,1436.38,1484.50,1125.07,30.9460
149,16.09.2010,78.48,42.40,10594.83,81.501,5540.14,1431.09,1463.88,1124.66,31.3140
150,17.09.2010,78.21,42.23,10607.85,81.641,5508.45,1417.65,1464.18,1125.59,30.9820
151,20.09.2010,79.32,42.97,10753.62,81.582,5602.54,1426.84,1467.11,1142.71,31.0680
152,21.09.2010,78.42,42.81,10761.03,80.673,5576.19,1433.90,1478.21,1139.78,31.0590
153,22.09.2010,77.95,42.70,10739.31,80.064,5562.02,1431.21,1477.01,1134.28,30.9930
154,23.09.2010,78.11,42.33,10662.42,80.247,5547.08,1430.12,1477.13,1124.83,31.0260
155,24.09.2010,78.87,43.32,10860.26,79.599,5598.48,1436.06,1488.67,1148.67,30.7580
156,27.09.2010,78.57,43.17,10812.04,79.554,5573.42,1418.67,1487.86,1142.16,30.5330
157,28.09.2010,78.71,43.26,10858.14,79.212,5578.44,1410.11,1483.68,1147.70,30.4580
158,29.09.2010,80.77,43.30,10835.28,78.905,5569.27,1419.18,1494.93,1144.73,30.4220
159,30.09.2010,82.31,43.21,10788.05,78.938,5548.62,1440.30,1507.66,1141.20,30.5690
160,01.10.2010,83.75,43.60,10829.68,78.313,5592.90,1455.63,1531.91,1146.24,30.4640
161,04.10.2010,83.28,43.16,10751.27,78.658,5555.97,1465.09,1542.58,1137.03,30.4730
162,05.10.2010,84.84,44.19,10944.72,77.967,5635.76,1474.03,1568.86,1160.75,30.0270
163,06.10.2010,85.06,44.39,10967.65,77.620,5681.39,1475.12,1578.35,1159.97,29.8470
164,07.10.2010,83.43,44.17,10948.58,77.642,5662.13,1468.31,1584.29,1158.06,29.7760
165,08.10.2010,84.03,44.53,11006.48,77.563,5657.61,1464.67,1566.85,1165.15,29.8490
166,11.10.2010,83.72,44.56,11010.34,77.664,5672.40,1482.11,1588.29,1165.32,29.9110
167,12.10.2010,83.50,44.51,11020.40,77.588,5661.59,1477.78,1574.20,1169.77,30.1030
168,13.10.2010,84.64,45.06,11096.08,77.287,5747.35,1493.21,1588.83,1178.10,30.1170
169,14.10.2010,84.53,45.13,11096.92,76.881,5727.21,1489.06,1586.94,1173.81,30.0460
170,15.10.2010,82.45,45.00,11062.78,77.268,5703.37,1491.48,1581.90,1176.19,30.3150
171,18.10.2010,84.37,45.12,11143.69,77.137,5742.52,1500.65,1583.04,1184.71,30.3870
172,19.10.2010,81.10,44.20,10978.62,78.421,5703.89,1490.49,1570.59,1165.90,30.6740
173,20.10.2010,83.60,44.84,11107.97,77.414,5728.93,1493.49,1556.74,1178.17,30.6810
174,21.10.2010,81.83,44.80,11146.57,77.634,5757.86,1528.11,1604.86,1180.26,30.5760
175,22.10.2010,82.96,44.91,11132.56,77.685,5741.37,1519.30,1608.71,1183.08,30.3470
176,25.10.2010,83.54,45.06,11164.05,77.303,5751.98,1528.24,1620.49,1185.62,30.2930
177,26.10.2010,83.66,44.90,11169.46,77.910,5707.30,1524.83,1609.79,1185.64,30.4480
178,27.10.2010,83.23,44.60,11126.28,78.377,5646.02,1507.05,1583.17,1182.45,30.6850
179,28.10.2010,83.59,44.83,11113.95,77.503,5677.89,1506.60,1583.44,1183.78,30.6460
180,29.10.2010,83.15,44.83,11118.40,77.457,5675.16,1523.39,1587.14,1183.26,30.8140
181,01.11.2010,84.62,44.89,11124.62,77.481,5694.62,1533.70,1600.36,1184.38,30.8280
182,02.11.2010,85.41,45.32,11188.72,76.892,5757.43,1537.27,1604.14,1193.57,30.7740
183,03.11.2010,86.38,45.57,11215.13,76.623,5748.97,1540.11,1602.53,1197.96,30.8200
184,08.11.2010,88.46,46.33,11406.84,77.164,5849.96,1568.26,1628.42,1223.25,30.8340
185,09.11.2010,88.33,45.95,11346.75,77.584,5875.19,1594.72,1659.45,1213.40,30.6510
186,10.11.2010,88.96,46.07,11357.04,77.770,5816.94,1574.63,1637.02,1218.71,30.7320
187,11.11.2010,88.81,45.85,11283.10,78.356,5815.23,1556.43,1629.37,1213.54,30.6200
188,12.11.2010,86.34,45.38,11192.58,78.231,5796.87,1548.96,1610.97,1199.21,30.7940
189,15.11.2010,86.70,45.34,11201.97,78.673,5820.41,1556.18,1609.43,1197.75,30.9980
190,16.11.2010,84.73,44.38,11023.50,79.333,5690.80,1526.64,1568.13,1178.34,31.1660
191,17.11.2010,83.28,44.48,11007.88,79.210,5692.56,1533.92,1570.66,1178.59,31.3050
192,18.11.2010,85.05,45.46,11181.23,78.729,5768.71,1552.21,1598.63,1196.69,31.0790
193,19.11.2010,84.34,45.54,11203.55,78.594,5732.83,1556.80,1600.98,1199.73,31.1120
194,22.11.2010,83.96,45.33,11178.58,78.768,5680.83,1550.42,1600.30,1197.84,31.1530
195,23.11.2010,83.25,44.26,11036.37,79.762,5581.28,1536.87,1573.46,1180.73,31.3580
196,24.11.2010,85.84,44.86,11187.28,79.939,5657.10,1561.97,1600.50,1198.35,31.2640
197,26.11.2010,85.58,44.48,11092.00,80.433,5668.70,1566.41,1602.48,1189.40,31.3883
198,29.11.2010,87.34,44.20,11052.49,80.902,5569.73,1554.65,1589.31,1187.76,31.3560
199,30.11.2010,85.92,43.85,11006.02,81.271,5528.27,1565.52,1597.35,1180.55,31.5311
200,01.12.2010,88.87,44.98,11255.78,80.762,5642.50,1601.76,1633.71,1206.07,31.3640
201,02.12.2010,90.69,45.75,11362.41,80.336,5767.56,1632.37,1665.72,1221.53,31.2135
202,03.12.2010,91.42,45.99,11382.09,79.407,5756.66,1649.56,1687.36,1224.71,31.2370
203,06.12.2010,91.45,45.92,11362.19,79.599,5770.28,1672.57,1711.44,1223.12,31.2245
204,07.12.2010,91.39,45.80,11359.16,79.864,5808.45,1676.41,1721.91,1223.75,31.1360
205,08.12.2010,90.77,45.89,11372.48,80.008,5794.53,1650.08,1694.30,1228.28,31.0490
206,09.12.2010,90.99,46.08,11370.06,80.085,5807.96,1660.62,1711.56,1233.00,30.9390
207,10.12.2010,90.48,46.14,11410.32,80.066,5812.95,1656.34,1712.93,1240.40,30.9270
208,13.12.2010,91.19,46.47,11428.56,79.640,5860.75,1662.45,1735.50,1240.46,30.6980
209,14.12.2010,91.21,46.54,11476.54,79.690,5891.21,1666.28,1745.80,1241.59,30.7200
210,15.12.2010,92.20,46.10,11457.47,80.582,5882.18,1670.26,1757.71,1235.23,30.8180
211,16.12.2010,91.71,46.32,11499.25,80.549,5881.12,1660.20,1744.28,1242.87,30.7440
212,17.12.2010,91.67,46.42,11491.91,80.752,5871.75,1666.84,1743.87,1243.91,30.6788
213,20.12.2010,92.74,46.35,11478.13,80.972,5894.10,1663.11,1739.67,1247.08,30.8471
214,21.12.2010,93.20,46.30,11533.16,81.069,5951.80,1673.83,1755.79,1254.60,30.7415
215,22.12.2010,93.65,46.39,11559.49,81.073,5983.49,1682.61,1764.04,1258.84,30.6500
